n_dpe,version_dpe,methode_du_dpe,categorie_erp,secteur_activite,type_energie_principale_chauffage,type_energie_n_1,type_usage_energie_n_1,conso_kwhep_m2_an,emission_ges_kgco2_m2_an,surface_utile,conso_finale_energie,conso_primaire_energie,frais_annuel_energie,annee_construction,etiquette_dpe
2337T3989919N,5,2,4,9,6,7,6,155.8,17.0,713.0,81337.0,122151.8,11822.0,1980,3
2394T4420736P,5,2,4,22,6,7,6,196.3,5.5,100.0,266021.0,611848.3,77165.0,-1,4
2194T0116695M,0,6,4,21,6,7,6,74.0,2.1,100.0,86596.0,199170.8,4130.0,1989,2
2230T3018352G,4,2,4,10,6,7,6,1069.7,29.8,100.0,32230.0,74129.0,9349.0,-1,7
2375T4493646C,5,2,5,25,6,7,6,434.2,12.1,287.2,211881.0,487326.3,33933.6,1947,5
2354T1940575G,4,2,4,25,6,2,6,193.9,48.2,100.0,31222.5,36475.8,3059.3,-1,3
2475T0108945U,5,2,4,16,6,7,6,215.5,23.2,100.0,56507.5,85520.4,14240.3,-1,4
2374T0935247O,4,0,0,24,7,7,2,187.0,5.0,862.0,56080.600000000006,3879.4,9017.0,2023,3
2169T0918436S,2,4,4,25,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1989,1
2462T0304477T,5,2,5,25,7,7,2,112.8,3.1,57.1,1012.0,2327.6,275.2,1997,3
2335T3197868Y,5,2,4,9,6,7,6,135.8,3.8,100.0,6172.0,14195.6,1130.9,-1,3
2289T0458730N,3,2,4,25,6,7,6,169.0,10.2,100.0,58176.5,110246.7,16875.0,1948,3
2375T1328276C,4,2,4,21,6,7,6,516.6,47.2,100.0,144000.0,234133.40000000002,34685.7,1880,5
2316T0212071W,4,2,4,9,6,7,6,329.3,38.2,100.0,10524.9,15373.400000000001,1139.0,-1,5
2414T0334625L,5,3,4,25,6,7,6,337.7,9.4,100.0,10738.0,24697.4,3115.0,-1,5
2314T3136577U,5,2,4,13,6,7,6,45.5,2.6,100.0,17861.0,34521.8,4979.0,-1,2
2313T2322292C,4,3,4,25,6,7,6,106.4,3.0,100.0,10635.0,24460.5,3085.0,-1,2
2151T0749156G,1,2,4,9,6,7,6,287.8,8.0,100.0,24087.0,55400.1,3941.0,1970,5
2394T1977075Q,4,2,4,9,6,7,6,135.2,3.8,100.0,210415.0,483954.5,61035.3,-1,3
2261T1083653Y,3,2,5,25,6,7,6,326.3,9.1,448.0,190678.0,438559.39999999997,30543.5,1900,4
2369T2007183R,5,0,0,24,7,7,2,81.0,2.0,1109.8,34763.6,287.4,5617.0,2023,2
2306T3912657S,5,2,5,24,6,7,6,159.4,4.4,22.7,1575.0,3622.5,568.0,1940,3
2433T0515534F,5,2,5,24,6,4,6,151.3,21.9,342.0,39709.7,51736.399999999994,109870.0,2009,3
2359T2031394M,4,2,4,19,6,7,6,24.9,0.7,100.0,448.3,1031.2,213.0,-1,1
2133T1013918S,2,2,0,22,7,7,2,95.0,3.0,1570.0,69600.8,95.5,8968.800000000001,2004,3
2459T0095235W,5,2,4,9,6,7,6,142.1,4.0,100.0,383335.7,881672.0,111194.0,2017,3
2135T0271312A,0,2,4,21,6,5,6,67.0,6.4,100.0,14448.9,14448.9,462.5,1948,2
2254T0038078G,2,2,4,10,6,7,6,522.0,48.9,100.0,117973.4,200960.19999999998,9831.0,1947,7
2292T2852404A,4,3,4,7,7,7,2,49.3,1.4,100.0,1234.0,2838.2,1456.0,-1,2
2359T3822643R,5,2,5,24,6,7,6,1025.3,28.5,137.0,122146.0,280935.80000000005,20838.1,2016,7
2206T3182479X,4,2,0,9,6,7,6,278.6,11.1,31678.0,4339587.1,9262888.6,1159983.0,-1,5
2393T2984491J,5,2,4,24,6,7,6,125.7,5.3,100.0,156956.3,330051.3,34613.0,-1,3
2362T0300026N,4,2,5,24,6,4,6,46.2,6.8,35750.0,1279810.0,1651353.9,107438.6,2004,2
2337T2484636A,5,2,4,16,6,7,6,215.7,6.0,100.0,37200.0,85560.0,20283.0,2006,4
2162T0432188P,0,2,5,24,7,7,2,315.0,22.3,286.3,48076.0,90175.2,8675.6,1920,5
2328T4457224L,5,3,5,19,6,7,3,216.0,6.0,33.0,9300.0,21390.0,1776.0,1949,4
2377T4334622W,5,2,2,7,6,7,6,330.1,35.5,100.0,2349887.3,3553107.5,317581.0,1969,3
2275T3043648X,4,2,4,21,6,7,6,296.3,20.1,100.0,325330.8,593246.6,73032.0,-1,4
2236T0846748G,3,2,4,21,4,4,2,102.1,20.5,100.0,54250.49999999999,58643.99999999999,7902.0,1948,2
2335T2984042W,5,0,0,21,5,7,5,64.0,2.0,11062.4,192452.59999999998,923.0,30826.0,2023,2
2383T2676838E,5,3,4,19,6,7,6,145.5,4.0,39.9,2525.0,5807.5,505.2,1083,3
2331T2197471Z,4,3,4,25,6,7,6,258.5,7.2,100.0,27064.0,62247.2,7850.0,-1,4
2374T3002100X,5,2,4,7,6,7,6,100.6,2.8,100.0,4378.0,10069.4,1270.0,-1,3
2386T1201583S,4,2,4,16,6,4,6,185.3,28.8,100.0,745100.1,935633.1,109076.8,-1,3
2233T0495835M,3,2,0,9,6,7,6,157.2,4.6,8814.0,1521753.1,3461740.5,173521.0,1969,3
2344T0311888B,4,2,4,9,6,7,6,69.3,1.9,100.0,731.0,1681.3,376.4,-1,2
2101T0297044K,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2467T0162245M,5,2,4,24,6,3,6,28.3,7.7,100.0,15649.2,15649.2,3522.7,-1,1
2376T2954475G,5,2,0,16,4,4,2,68.0,9.0,3900.0,197283.4,68.4,16672.5,1948,2
2233T2223104X,4,2,4,24,6,7,6,109.6,3.1,100.0,103009.0,236920.7,9449.0,1948,3
2374T0317538N,4,2,4,25,6,7,6,66.5,1.9,100.0,1900.7,4371.5,551.3,2016,2
2351T3124489H,5,3,0,24,7,7,2,1557.0,43.0,192.5,130338.0,1557.3,21809.5,1945,7
2329T2965034O,5,2,4,22,6,7,6,37.0,1.0,100.0,2709.0,6230.7,786.0,-1,2
2142T0572662R,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2006,1
2326T3711126H,5,3,4,9,6,7,6,37.5,1.0,100.0,1434.0,3298.2,423.4,-1,2
2271T1978732L,4,2,4,9,6,7,6,92.8,2.6,100.0,21313.0,49019.9,4173.7,-1,3
2375T4519804E,5,3,4,10,6,7,6,95.1,2.6,100.0,13414.0,30852.2,3891.0,-1,3
2363T1689073L,4,2,4,10,6,7,6,985.8,27.4,100.0,212170.0,487991.0,61544.0,-1,7
2229T1481479S,3,2,4,19,6,7,6,148.9,4.1,100.0,3115.0,7164.5,535.2,-1,3
2113T0725766E,1,4,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1955,1
2378T4044388B,5,2,4,25,6,7,6,225.4,6.3,100.0,13796.0,31730.8,2354.0,-1,4
2103T0916129L,2,4,4,10,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1948,1
2274T0716385T,3,2,4,19,6,7,6,558.9,15.6,100.0,19245.0,44263.5,1953.0,1947,7
2486T0175249J,5,3,4,21,6,7,6,152.0,4.2,100.0,4691.0,10789.3,1501.0,-1,3
2375T3090320A,5,2,4,21,6,7,6,214.2,6.0,100.0,97000.0,223100.0,27847.0,-1,4
2284T3135561J,4,3,4,9,6,7,6,205.2,5.7,77.0,20613.0,47409.899999999994,3351.8999999999996,1900,4
2162T0734846H,1,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2381T2903272C,5,3,4,10,6,2,6,120.3,39.0,100.0,17278.0,17278.0,2325.0,-1,3
2322T2848924N,5,2,4,21,6,7,6,115.2,3.2,100.0,1000.0,2300.0,140.0,2013,3
2174T0414170B,0,4,4,6,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2013,1
2306T0264115E,4,0,0,24,7,7,2,100.0,3.0,632.9,25181.800000000003,91.5,4086.0,2023,2
2278T0183640S,2,2,5,24,6,7,6,49.9,1.4,1021.0,66443.0,152818.9,10679.6,2004,2
2231T2848252Z,4,2,4,24,6,7,6,93.2,2.6,100.0,4458.0,10253.4,1293.0,-1,3
2166T0261027Q,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2235T3052180N,4,3,4,9,6,7,6,161.9,4.5,100.0,6041.0,13894.3,906.0,-1,3
2469T0257912B,5,3,4,7,4,4,2,492.6,111.8,100.0,8897.3,8897.3,654.0,2009,4
2361T2006272I,4,2,4,8,6,7,6,20.4,0.8,472.1,13841.0,31834.3,1922.5,1985,1
2235T0570304T,3,2,4,9,6,7,6,610.5,17.0,1146.0,252560.0,580888.0,36335.6,2006,7
2383T3516217Z,5,2,4,19,6,7,6,461.8,12.8,100.0,32023.0,73652.9,6087.0,-1,5
2249T2817664F,4,3,4,24,6,7,6,420.5,11.7,61.1,11162.0,25672.6,1850.3,2004,5
2163T1018079X,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2020,1
2375T0499680A,4,3,4,21,6,2,6,161.3,52.3,100.0,19441.5,19441.5,1777.0,-1,3
2278T0464428G,3,2,4,24,6,7,6,67.4,1.9,100.0,1888.0,4342.4,548.0,1983,2
2275T0905276V,3,2,4,10,6,4,6,75.0,17.0,100.0,6218.0,6218.0,350.0,1948,2
2294T2390825B,4,3,4,9,6,7,6,345.1,9.6,100.0,6514.0,14982.2,1210.5,-1,5
2367T1846974S,4,2,4,21,6,7,6,82.5,2.3,100.0,1361.0,3130.3,316.0,-1,2
2392T1623212L,5,2,5,25,7,7,2,535.8,14.9,210.0,48783.0,112200.9,7855.9,2000,5
2326T2012086P,4,2,4,25,6,4,6,312.0,58.8,100.0,100826.7,113254.7,21430.5,-1,5
2368T1426193W,4,2,4,21,6,2,6,474.0,134.6,100.0,31499.0,34097.7,3277.0,-1,6
2126T0211525E,0,6,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1978,1
2173T0053550A,0,6,0,7,6,7,6,379.8,10.6,100.0,10623.0,24432.9,563.2,1978,5
2159T0488769R,0,2,4,10,6,7,6,270.0,7.5,100.0,8134.0,18708.2,2962.0,1947,4
2281T3144019O,4,2,4,19,6,7,6,456.9,35.4,100.0,1130000.0,1962000.0,11300.0,-1,4
2478T0177855H,5,2,4,24,6,7,6,72.1,2.0,100.0,10063.4,23145.8,2919.0,-1,2
2367T1278452M,5,2,5,24,6,7,6,194.1,19.4,88.0,11022.0,17236.0,1650.6,1880,4
2103T0819775N,1,2,4,25,6,4,6,347.9,47.1,100.0,24573.7,33197.4,7128.3,1947,4
2375T1236778Y,4,2,4,15,6,4,6,106.1,24.1,100.0,8169.6,8169.6,908.5,1970,2
2225T2213732D,4,2,3,9,6,7,6,449.0,23.9,122.0,62306.5,143305.0,10186.1,2016,6
2433T0593412N,5,3,4,9,6,7,6,166.7,4.6,100.0,3569.7,8210.2,1035.3,-1,3
2287T1690047U,3,2,0,21,7,7,2,520.0,14.0,38.2,8634.3,520.1,869.7,1945,5
2391T4234679L,5,2,0,24,7,7,2,313.0,18.0,242.0,39774.7,313.6,7809.099999999999,1990,5
2475T0015294V,5,3,4,9,6,7,6,147.5,4.1,100.0,1000.0,2300.0,122.7,-1,3
2201T1758694T,3,0,4,24,7,7,3,67.8,1.9,100.0,2032.8999999999999,4675.7,281.0,-1,2
2292T0520981X,2,2,4,10,6,7,6,542.8,15.1,100.0,33732.0,77583.6,9785.0,1988,7
2314T4426743O,5,2,4,25,6,7,6,75.2,2.1,100.0,6461.5,14861.5,2333.0,-1,2
2235T1130355E,3,2,4,9,6,7,6,276.7,12.8,100.0,35609.1,73047.29999999999,5471.3,-1,5
2391T0360694A,4,2,4,11,6,7,6,541.8,15.1,100.0,20989.0,48274.7,2109.0,-1,4
2362T1457353C,4,2,4,9,6,7,6,257.6,22.7,100.0,45492.0,75080.0,9130.0,-1,4
2392T1462191I,4,3,4,25,7,7,2,228.9,6.4,100.0,7500.0,17250.0,1305.0,-1,4
2383T2700176U,5,3,4,10,6,7,6,765.4,21.3,100.0,17647.0,40588.1,5119.0,-1,7
2144T0580386V,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2013,1
2343T2380641L,5,2,4,11,6,4,6,78.0,14.0,100.0,41537.1,48063.1,2164.0,-1,1
2275T0468857M,3,2,4,16,6,4,6,175.1,39.7,100.0,20349.0,20349.0,2800.0,1948,2
2381T4173031Z,5,2,4,9,6,7,6,173.7,4.8,100.0,25498.0,58645.4,5151.0,-1,4
2301T4153892U,5,3,4,19,6,7,6,184.8,5.1,100.0,9687.0,22280.1,2969.0,-1,3
2245T1131622H,3,2,4,21,6,7,6,23.7,0.7,100.0,5040.6,11593.4,1462.3,-1,1
2394T1273894F,4,3,5,24,6,7,4,221.0,50.0,200.0,132765.0,132765.0,12216.0,1949,4
2253T0816524L,3,2,4,9,6,7,6,81.5,2.3,100.0,21818.0,50181.4,3491.0,2006,2
2134T0655889K,1,2,4,21,6,7,6,101.2,2.8,27.0,1287.0,2960.1,330.0,1985,2
2374T1098176B,4,2,4,11,6,7,6,342.5,59.5,100.0,187549.0,262869.7,27743.0,1966,5
2333T3961249R,5,2,5,24,6,7,6,93.9,10.5,518.0,32685.7,48629.600000000006,132618.0,1972,2
2359T3938541H,5,2,5,25,6,7,6,857.0,23.8,1734.0,1938315.0,4458124.5,309973.19999999995,2001,7
2378T0364557C,4,2,4,11,6,7,6,304.7,8.5,100.0,2455.6,5648.0,712.3,-1,3
2479T0492580D,5,2,4,9,6,7,6,154.2,4.3,100.0,15860.7,36479.5,3457.3,1983,3
2345T4156670I,5,3,5,24,6,7,6,453.9,12.6,123.2,24311.0,55915.3,3943.1,1900,6
2369T4476226W,5,2,4,21,6,4,6,105.7,15.2,100.0,14621.1,19141.2,2258.3,-1,2
2213T2801374H,4,3,5,24,6,7,3,83.0,2.0,76.3,8229.0,18927.0,1614.0,1949,2
2312T0481941I,4,3,5,24,6,7,6,907.4,25.3,86.0,101791.0,234119.3,16331.400000000001,2005,7
2293T0660613K,3,2,3,17,6,7,6,282.2,33.9,12000.0,2359055.0,3386043.3,223499.8,1968,5
2344T2925688V,5,2,4,25,6,7,6,122.2,15.2,100.0,31063.0,43758.8,3212.0,1994,3
2113T0619121L,1,2,4,9,6,7,6,229.7,6.4,100.0,3582.0,8238.6,1039.0,1947,4
2357T0198044Y,4,2,5,24,6,4,6,181.6,41.2,444.0,80620.7,80620.7,5384.5,1400,4
2238T0001847D,2,2,4,9,6,7,6,554.2,15.4,100.0,22300.0,51290.0,6469.0,1947,7
2167T0398444Y,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2377T0176033D,4,2,4,21,6,7,6,221.8,6.2,100.0,9654.0,22204.2,2800.0,-1,4
2469T0274976J,5,2,4,21,6,7,6,126.6,3.5,100.0,29363.0,67534.9,20554.0,-1,3
2175T0888124C,2,4,4,10,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1947,1
2171T0813000O,1,2,4,6,6,7,6,174.4,4.9,100.0,25026.0,57559.8,7259.0,2009,4
2117T0715732K,1,2,4,11,6,2,6,65.3,21.1,100.0,179460.0,179460.0,16406.0,1947,1
2175T0882918W,2,2,4,11,6,7,6,223.8,25.2,100.0,166241.4,246191.4,48225.0,1948,3
2348T3751147K,5,2,4,11,6,7,6,112.6,16.5,100.0,51768.3,76763.40000000001,7767.6,-1,3
2314T2544699G,5,2,0,19,4,7,2,245.0,30.0,4180.0,723954.2,245.89999999999998,65346.700000000004,2001,4
2206T1071868O,3,2,4,19,6,7,6,474.6,13.2,100.0,25332.0,58263.6,3072.0,-1,6
2376T2923455E,5,2,0,16,4,4,2,121.0,17.0,4397.0,409977.5,121.3,0.0,1968,3
2244T0473499V,2,2,5,25,4,4,2,81.9,10.4,2303.0,378120.0,509946.5,33089.0,1955,2
2239T0565735E,3,2,5,24,6,7,6,137.6,3.8,33.6,2118.0,4871.4,446.9,1900,3
2144T0120229M,0,6,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2156T0934738F,2,2,4,21,6,7,6,112.4,3.1,100.0,2500.0,5750.0,355.0,1948,3
2392T1077366J,4,3,4,9,6,4,6,318.4,72.3,100.0,31000.0,31000.0,1173.2,-1,5
2234T0690722E,3,2,4,19,6,7,6,205.4,5.7,100.0,4646.3,10686.6,1348.0,1985,3
2377T4461766A,5,2,4,19,6,7,6,744.6,20.7,100.0,9458.0,21753.4,2743.0,2000,6
2395T4204335N,5,2,4,25,6,7,6,19.0,0.5,100.0,36832.0,84713.6,10684.0,-1,1
2241T2113450T,3,2,0,24,7,7,2,60.0,3.0,778.0,22844.1,60.800000000000004,4523.1,1989,2
2389T1765953J,4,2,4,8,6,4,6,188.8,32.1,100.0,178581.3,213082.0,24607.0,-1,4
2378T3147005I,5,3,4,9,6,7,6,315.0,8.8,100.0,20790.0,47817.0,17161.0,-1,5
2395T4304716I,5,2,0,24,7,7,2,132.0,10.0,440.0,32615.200000000004,132.29999999999998,813.6,1948,3
2363T1139002W,5,2,0,24,7,7,2,238.0,6.0,165.0,17125.0,238.7,2348.2,1989,4
2336T1023408X,4,2,4,9,6,4,6,201.1,45.7,100.0,25443.0,25443.0,1887.0,-1,4
2344T4182431C,5,2,0,24,7,7,2,85.0,2.0,121.0,4503.7,85.6,840.4,2006,2
2280T0446760U,3,2,4,25,6,7,6,308.6,8.6,100.0,4863.7,11186.4,1213.3,1947,5
2375T4065624S,5,2,4,10,6,7,6,185.1,5.2,100.0,3039.0,6989.7,881.7,-1,4
2331T0972378A,4,2,0,24,4,4,2,84.0,17.0,1814.4,220884.5,190.3,25006.0,1948,2
2192T0763363G,1,2,4,21,6,7,6,132.5,3.7,100.0,11150.0,25645.0,1848.0,1989,3
2393T0995236O,4,2,4,10,6,7,6,415.6,11.6,100.0,79500.0,182850.0,15900.0,-1,6
2114T0914650Z,2,2,4,9,6,7,6,92.9,11.4,100.0,60109.4,85287.8,3815.0,1989,3
2244T1374617F,3,2,4,7,6,7,6,859.8,23.9,100.0,9869.0,22698.7,1678.0,-1,7
2392T3151780N,5,2,0,24,2,2,2,1148.0,67.0,2778.4,249908.0,90.0,37339.7,1980,7
2394T0277126Z,4,3,4,7,6,4,6,60.5,13.7,100.0,1345.0,1345.0,1345.0,2004,1
2186T0518193K,0,2,5,24,6,7,6,23.6,1.8,1324.0,45488.0,84562.1,8283.1,2010,1
2359T4398049R,5,2,5,24,6,7,6,297.7,8.3,100.6,13019.0,29943.7,2142.5,1900,5
2131T0613351F,1,2,4,5,6,7,6,215.0,6.0,100.0,8224.7,18916.7,4741.0,1989,4
2192T0110008F,0,6,4,21,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2013,1
2477T0575654F,5,1,4,25,7,7,2,227.7,6.3,100.0,7878.9,18121.100000000002,1088.9,2024,4
2178T0705980R,1,4,4,25,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1975,1
2156T0438916D,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1978,1
2101T0634998Q,1,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2128T0753459W,1,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2454T0323814E,5,3,4,9,6,7,6,117.1,3.3,100.0,3527.0,8112.1,1023.0,-1,3
2331T3907630I,5,2,5,24,6,7,6,440.5,12.3,76.6,14664.0,33727.2,2401.4,2013,6
2257T1441881U,3,2,0,24,7,7,2,161.0,4.0,191.4,13438.0,161.5,403.1,1995,3
2313T1093110W,4,2,4,25,7,7,2,256.9,7.1,100.0,6436.0,14802.8,1865.0,-1,4
2367T4062973L,5,2,4,19,6,4,6,213.8,38.0,100.0,6021.7,6999.299999999999,1327.1,1970,4
2283T1167957G,3,2,4,24,6,7,6,213.8,6.0,100.0,4260.5,9799.2,650.0,-1,4
2275T2554663U,4,2,4,9,6,7,6,290.3,8.1,100.0,26779.0,61591.7,7768.0,-1,5
2276T2972373P,4,2,5,24,6,7,6,97.3,2.7,1925.0,81629.0,187746.7,8163.0,1974,3
2378T4002004X,5,3,4,10,6,7,6,427.0,11.9,100.0,21000.0,48300.0,6091.3,-1,6
2371T2924476G,5,2,4,17,6,4,6,193.4,33.3,100.0,140382.6,166312.0,11819.1,-1,4
2353T1024647F,4,2,0,24,7,7,2,239.0,6.0,425.7,44356.7,239.7,5766.3,1989,4
2369T1248480U,4,3,4,19,6,7,6,150.4,4.2,100.0,5757.0,13241.1,1669.7,-1,3
2362T2038810V,4,2,4,9,6,7,6,206.3,5.7,100.0,4814.0,11072.2,1396.0,-1,4
2238T1084449R,3,2,5,24,7,7,2,87.6,2.4,58.4,2222.0,5110.6,313.3,2020,2
2362T0251335U,4,3,4,21,6,7,6,218.7,6.1,100.0,8321.0,19138.3,2414.0,-1,4
2275T1199059E,3,2,4,10,6,4,6,240.8,54.7,100.0,54818.9,54818.9,6097.0,-1,4
2367T2268474G,4,2,4,9,6,7,6,231.8,37.3,100.0,72497.9,105301.5,10145.5,-1,4
2275T1546846P,3,2,0,24,7,7,2,613.0,17.0,155.0,41336.0,613.3,4729.0,1945,6
2422T0390028Q,5,2,5,24,6,7,6,304.2,8.5,82.8,10952.0,25189.6,3296.0,2004,5
2329T1228197D,4,3,4,7,6,4,6,105.0,20.0,980.0,206720.0,221426.9,10848.9,1970,2
